cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , SVM ( C = 0.1 , kernel = rbf ) , SVM ( kernel = poly ) , RF ( n_estimators = 2 ) , RF ( max_depth = 100 ) )",2026-02-16T14:32:48,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
vote ( XGB ( max_depth = 2 ) ),2026-02-16T14:32:48,"(127912421856560, 127912421855504)","(0.3660714285714286,)",3,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = log_loss , min_samples_split = 0.3 ) , LR ( C = 0.5 , max_iter = 1 ) , SVM ( kernel = linear ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 3 ) )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 50 , max_iter = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.3 ) , NB ( var_smoothing = 1e-9 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , NB ( var_smoothing = 1e-8 ) , XGB ( max_depth = 100 ) )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 1 ) , XGB ( max_depth = 5 ) )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.4017857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.5 ) ; n_estimators = 50 )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 5 ) , XGB ( max_depth = 10 ) ; final_estimator = LR )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 3 ) , NB ( var_smoothing = 1e-8 ) , DT ( max_depth = 2 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 1 ) )",2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
vote ( DT ( max_depth = 100 ) ; final_estimator = DT ),2026-02-16T14:32:49,"(127912421856560, 127912421855504)","(0.4776785714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.3 ) , NB ( var_smoothing = 1e-7 ) , DT ( criterion = log_loss ) , LR ( C = 200 ) , RF ( max_depth = 2 ) , DT ( max_depth = 2 , criterion = entropy ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 , max_depth = 3 ) )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.3258928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , SVM ( C = 0.1 , kernel = rbf ) , SVM ( kernel = linear ) , DT ( max_depth = 3 , criterion = log_loss , min_samples_split = 0.2 ) )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 100 , min_samples_leaf = 0.2 ) ; voting = soft )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = hard )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-6 ) , DT ( criterion = entropy ) )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.4017857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , SVM ( kernel = sigmoid ) , GB ( n_estimators = 5 , learning_rate = 0.1 ) , LR ( C = 50 , max_iter = 10 ) , GB ( learning_rate = 10 ) )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , min_samples_leaf = 0.5 ) ; final_estimator = LR )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , DT ( max_depth = 100 , min_samples_split = 0.5 ) , RF ( max_depth = 2 ) , DT ( max_depth = 100 , min_samples_split = 0.1 ) , RF ( max_depth = 50 ) , DT ( max_depth = 10 , min_samples_leaf = 0.4 ) )",2026-02-16T14:32:50,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = log_loss ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 2 ) , KNN ( n_neighbors = 2 ) ; n_estimators = 50 )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 3 ) , XGB ( n_estimators = 3 , max_depth = 2 ) , SVM ( C = 10 ) , RF ( n_estimators = 100 , max_depth = 5 ) , KNN ( n_neighbors = 200 ) , RF ( max_depth = 3 ) )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.3 ) )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.1 ) )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
ada ( NB ( var_smoothing = 1e-6 ) ),2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.5491071428571428,)",3,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 5 , min_samples_split = 2 ) ; n_estimators = 100 )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 3 , learning_rate = 50 ) )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.6294642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.4 ) )",2026-02-16T14:32:51,"(127912421856560, 127912421855504)","(0.46875,)",1,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 2 ) ; final_estimator = DT ),2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 5 , min_samples_leaf = 0.4 ) , DT ( max_depth = 3 , min_samples_split = 0.2 ) , DT ( max_depth = 5 , min_samples_split = 0.1 ) , KNN ( n_neighbors = 10 ) , XGB ( n_estimators = 3 , max_depth = 2 ) )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , min_samples_leaf = 0.4 ) ; n_estimators = 2 )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.46875,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , min_samples_leaf = 0.4 ) , DT ( max_depth = 3 , min_samples_split = 0.2 ) , DT ( max_depth = 5 , min_samples_split = 0.4 ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 3 ) )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , criterion = log_loss ) )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 2 , max_depth = 10 ) ; final_estimator = RF )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , criterion = log_loss , min_samples_split = 0.2 ) )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
vote ( XGB ( max_depth = 10 ) ),2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.4285714285714286,)",3,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = log_loss , min_samples_split = 0.3 ) ; voting = hard )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 10 ) ),2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.4553571428571429,)",2,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 1 ) , SVM ( C = 0.1 , kernel = rbf ) , SVM ( kernel = sigmoid ) , DT ( max_depth = 100 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 ) )",2026-02-16T14:32:52,"(127912421856560, 127912421855504)","(0.3258928571428571,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-7 ) , DT ( criterion = log_loss ) , LR ( C = 200 ) , RF ( max_depth = 2 ) , DT ( max_depth = 2 ) , SVM ( kernel = sigmoid ) , DT ( max_depth = 2 , min_samples_split = 0.2 ) , NB ( var_smoothing = 1e-6 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 10 ) , DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.4 ) , RF ( n_estimators = 10 , max_depth = 3 ) , SVM ( C = 1.0 , kernel = linear ) , LR ( penalty = elasticnet ) , DT ( max_depth = 200 , criterion = gini , min_samples_split = 0.4 ) , DT ( max_depth = 50 , criterion = entropy ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
vote ( DT ( criterion = log_loss ) ; voting = soft ),2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.4955357142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.3 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 10 , max_depth = 2 ) ; voting = soft )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = log_loss ) ; n_estimators = 1 )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , criterion = entropy , min_samples_split = 2 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( criterion = log_loss ) , SVM ( C = 10 ) , GB ( learning_rate = 50 ) , SVM ( C = 0.5 , kernel = sigmoid ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-7 ) , DT ( criterion = log_loss ) , LR ( C = 200 ) , RF ( max_depth = 2 ) , DT ( max_depth = 2 , criterion = gini ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , RF ( n_estimators = 5 , max_depth = 3 ) , DT ( max_depth = 1 , min_samples_leaf = 200 ) , RF ( max_depth = 2 ) , DT ( max_depth = 2 , criterion = gini ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 , max_depth = 3 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 2 ) ; voting = soft )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , min_samples_leaf = 0.5 ) , RF ( n_estimators = 1 , max_depth = 50 ) , DT ( max_depth = 50 , criterion = entropy ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.5089285714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 5 ) ; voting = hard ),2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_split = 0.1 ) )",2026-02-16T14:32:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 3 ) ; n_estimators = 10 )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.3 ) , DT ( max_depth = 1 , min_samples_split = 200 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 2 , max_depth = 100 ) , XGB ( n_estimators = 5 , max_depth = 50 ) , DT ( criterion = log_loss ) , DT ( max_depth = 200 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 2 , learning_rate = 0.1 ) , DT ( max_depth = 1 , criterion = log_loss ) , XGB ( n_estimators = 50 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 200 , min_samples_split = 0.3 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3303571428571429,)",3,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 200 , min_samples_leaf = 2 ) ; final_estimator = RF )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.4419642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 5 ) , SVM ( C = 10 , kernel = linear ) , GB ( n_estimators = 1 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , min_samples_leaf = 0.1 ) ; n_estimators = 1 )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( GB ( n_estimators = 1 , learning_rate = 100 ) ; final_estimator = LR )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.4 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 3 , min_samples_leaf = 0.1 ) )",2026-02-16T14:32:54,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 3 ) , XGB ( n_estimators = 3 , max_depth = 2 ) , SVM ( C = 10 ) , LR ( C = 50 , max_iter = 3 ) , SVM ( C = 200 , kernel = sigmoid ) , RF ( max_depth = 50 ) )",2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 10 , kernel = rbf ) , SVM ( kernel = linear ) )",2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
vote ( RF ( max_depth = 100 ) ),2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.3839285714285714,)",3,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-7 ) , DT ( criterion = entropy ) , LR ( C = 200 ) , RF ( max_depth = 2 ) )",2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 5 , min_samples_leaf = 0.4 ) , LR ( penalty = elasticnet ) , NB ( var_smoothing = 1e-8 ) , RF ( max_depth = 200 ) , XGB ( max_depth = 1 ) , DT ( max_depth = 200 ) )",2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = log_loss , min_samples_split = 50 ) ; voting = hard )",2026-02-16T14:32:55,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 1 ) , SVM ( C = 0.1 , kernel = rbf ) , SVM ( C = 200 ) , DT ( max_depth = 10 , min_samples_split = 0.4 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.5 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.5,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 3 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.5 ) , RF ( max_depth = 2 ) , DT ( max_depth = 100 , min_samples_split = 0.1 ) , NB ( var_smoothing = 1e-9 ) , LR ( penalty = elasticnet ) , GB ( learning_rate = 100 ) ; final_estimator = DT )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 10 ) ; final_estimator = DT )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 5 ) , DT ( max_depth = 50 , criterion = entropy ) , RF ( max_depth = 10 ) , SVM ( kernel = poly ) , GB ( n_estimators = 5 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.3 ) , LR ( penalty = elasticnet ) , XGB ( n_estimators = 200 , max_depth = 1 ) , RF ( n_estimators = 50 , max_depth = 2 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 50 ) ; n_estimators = 10 )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_leaf = 1 ) , SVM ( kernel = linear ) , KNN ( n_neighbors = 2 ) , XGB ( max_depth = 3 ) )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( SVM ( C = 10 , kernel = rbf ) ; voting = soft )",2026-02-16T14:32:56,"(127912421856560, 127912421855504)","(0.3660714285714286,)",1,"(127912421854544, 127912421854832)",gui
bag ( GB ( learning_rate = 100 ) ; n_estimators = 100 ),2026-02-16T14:33:06,"(127912421856560, 127912421855504)","(0.6026785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 10 , min_samples_leaf = 0.5 ) , XGB ( n_estimators = 2 , max_depth = 1 ) , SVM ( kernel = rbf ) ; final_estimator = DT )",2026-02-16T14:33:07,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( max_depth = 1 ) )",2026-02-16T14:33:07,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 5 , min_samples_leaf = 0.1 ) , XGB ( n_estimators = 50 , max_depth = 2 ) , SVM ( C = 100 , kernel = rbf ) , SVM ( kernel = sigmoid ) , KNN ( n_neighbors = 2 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 5 ) , XGB ( n_estimators = 200 , max_depth = 1 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , GB ( n_estimators = 10 , learning_rate = 10 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 200 ) , DT ( max_depth = 5 , min_samples_leaf = 0.4 ) , DT ( max_depth = 3 , min_samples_split = 0.2 ) , DT ( max_depth = 5 , min_samples_split = 0.1 ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 3 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3214285714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( GB ( n_estimators = 1 , learning_rate = 100 ) ; n_estimators = 1 )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3392857142857143,)",4,"(127912421854544, 127912421854832)",gui
stack ( SVM ( kernel = sigmoid ) ; n_estimators = 1 ),2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.4017857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 50 , max_depth = 5 ) ; voting = hard )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3660714285714286,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 100 , min_samples_leaf = 0.2 ) ; voting = hard )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 50 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 10 , criterion = entropy , min_samples_split = 0.4 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.34375,)",2,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 50 , max_iter = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.3 ) , NB ( var_smoothing = 1e-9 ) , NB ( var_smoothing = 1e-6 ) , SVM ( kernel = sigmoid ) , DT ( max_depth = 2 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_split = 0.3 ) , LR ( penalty = elasticnet ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:33:08,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 2 ) ; final_estimator = GB )",2026-02-16T14:33:09,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , min_samples_leaf = 0.2 ) , RF ( n_estimators = 100 , max_depth = 5 ) , KNN ( n_neighbors = 200 ) , RF ( max_depth = 3 ) ; n_estimators = 1 )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 100 ) , NB ( var_smoothing = 1e-8 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 50 , max_iter = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.3 ) , NB ( var_smoothing = 1e-8 ) , DT ( max_depth = 3 , min_samples_split = 0.4 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( max_depth = 1 ) , DT ( max_depth = 3 , criterion = entropy , min_samples_split = 0.3 ) , KNN ( n_neighbors = 200 ) , SVM ( C = 100 , kernel = rbf ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 5 ) , LR ( C = 50 ) , SVM ( C = 0.5 , kernel = rbf ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 200 , kernel = rbf ) , NB ( var_smoothing = 1e-6 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( n_estimators = 1 , max_depth = 200 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-6 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 0.1 ) ; n_estimators = 10 )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 ) , LR ( C = 0.1 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) , RF ( n_estimators = 2 , max_depth = 200 ) , DT ( max_depth = 2 , min_samples_split = 5 ) ; voting = soft )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.2 ) , RF ( max_depth = 1 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
